Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
HMR_6839		m967 + m2722  => m3723 + m3870 	(ENSG00000101846)	0	 -0.00	1000.00	  0.00
HMR_6841		m969 + m2924 + m3369  <=> m3375 + m4051 	(ENSG00000211448)	1	-1000.00	1000.00	  0.00
HMR_6844		m968 + m3546  => m970 + m3543 	(ENSG00000198203) or (ENSG00000213599)	0	 -0.00	1000.00	  0.00
HMR_6845		m970 + m2722  => m968 + m3870 	(ENSG00000101846)	0	 -0.00	1000.00	  0.00
HMR_6849		m969 + m3375  <=> m1065 + m2924 + m3369 	(ENSG00000211448)	1	-1000.00	1000.00	  0.00
HMR_6850		m1064 + m3546  => m1066 + m3543 	(ENSG00000198203) or (ENSG00000213599)	0	 -0.00	1000.00	  0.00
HMR_6851		m1066 + m2722  => m1064 + m3870 	(ENSG00000101846)	0	 -0.00	1000.00	  0.00
HMR_6854		m2923 + m3365 + m4050  <=> m3371 + m3962 	(ENSG00000211448)	1	-1000.00	1000.00	  0.00
HMR_6855		m2924 + m3369 + m4051  <=> m3375 + m3963 	(ENSG00000211448)	1	-1000.00	1000.00	  0.00
HMR_7628		m3440 + m3593  => m891 + m2092 + m2722 	(ENSG00000117592) or (ENSG00000130508)	0	 -0.00	1000.00	  0.00
HMR_3875		m1720 + m2722 + m3283  => m3631 + m3643 + m3761 	(ENSG00000038274) or (ENSG00000168906)	0	 -0.00	1000.00	  0.00
HMR_3877		m2722 + m3755  => m1599 + m2876 	(ENSG00000101444) or (ENSG00000158467) or (ENSG00000168710)	0	 -0.00	1000.00	  0.00
HMR_3879		m2876 + m3786  => m2722 + m3114 	(ENSG00000160200)	0	 -0.00	1000.00	  0.00
HMR_3881		m2722 + m3114  => m887 + m2137 + m3387 	(ENSG00000116761)	0	 -0.00	1000.00	  0.00
HMR_3912		m1640 + m2137  <=> m2600 + m3273 	(ENSG00000120053) or (ENSG00000125166)	1	-1000.00	1000.00	  0.00
HMR_3917		m1393 + m2876  => m3283 + m3934 	(ENSG00000116984)	0	 -0.00	1000.00	  0.00
HMR_3928		m3273 + m3879  => m2738 + m3707 	(ENSG00000128309) or (ENSG00000128311)	0	 -0.00	1000.00	  0.00
HMR_3995		m2140 + m2714 + m3371  <=> 2 m2137 + m3365 	(ENSG00000197763) or (ENSG00000198431)	1	-1000.00	1000.00	  0.00
HMR_4189		m2725 + m3442 + m3880  => m2732 + m3872 	(ENSG00000139531)	0	 -0.00	1000.00	  0.00
HMR_4323		m2737 + m3786  => m2137 + m2722 	(ENSG00000160200)	0	 -0.00	1000.00	  0.00
HMR_5385		m3294  => m3804 	(ENSG00000037757)	0	 -0.00	1000.00	  0.00
HMR_5386		m3804  => m760 + m2722 	(ENSG00000149089)	0	 -0.00	1000.00	  0.00
HMR_5387		m760 + m2722  => m405 + m3631 	(ENSG00000145293)	0	 -0.00	1000.00	  0.00
HMR_5388		m405 + m3440  => m901 + m2091 + m2462 	(ENSG00000182551)	0	 -0.00	1000.00	  0.00
HMR_5389		m405 + m3440  => m1296 + m2462 	(ENSG00000182551)	0	 -0.00	1000.00	  0.00
HMR_5390		m2722 + m3283 + m3440  => m1296 + m2730 + m3387 	(ENSG00000104951)	0	 -0.00	1000.00	  0.00
HMR_5391		m1296 + m2600  => m1640 + m3283 	(ENSG00000198650)	0	 -0.00	1000.00	  0.00
HMR_6515		m3273 + m3879  => m3707 + m3950 	(ENSG00000128309) or (ENSG00000128311)	0	 -0.00	1000.00	  0.00
HMR_6518		m2889 + m3273  => m3707 + m3945 	(ENSG00000128309) or (ENSG00000128311)	0	 -0.00	1000.00	  0.00
HMR_6519		m1055 + m3355  <=> m2714 + m3273 + m3361 	(ENSG00000111716) or (ENSG00000151116) or (ENSG00000166800) or (ENSG00000171989)	1	-1000.00	1000.00	  0.00
HMR_6520		m2890 + m3951  <=> m3880 + m3946 	(ENSG00000128309) or (ENSG00000128311)	1	-1000.00	1000.00	  0.00
HMR_8066		m1200 + m2600  <=> m1640 + m3115 	(ENSG00000120053) or (ENSG00000125166)	1	-1000.00	1000.00	  0.00
HMR_8067		m1201 + m2602  <=> m1641 + m3116 	(ENSG00000125166)	1	-1000.00	1000.00	  0.00
HMR_8068		m345 + m3355  <=> m1200 + m2714 + m3361 	(ENSG00000014641) or (ENSG00000138400)	1	-1000.00	1000.00	  0.00
HMR_8069		m346 + m3356  <=> m1201 + m2717 + m3362 	(ENSG00000146701)	1	-1000.00	1000.00	  0.00
HMR_8641		m2276 + m3763  => m2277 + m2718 + m3757 	(ENSG00000088305) or (ENSG00000107614) or (ENSG00000119772)	0	 -0.00	1000.00	  0.00
HMR_3868		m2687 + m2714 + m3361  => 2 m2682 + m3355 	(ENSG00000104687)	0	 -0.00	1000.00	  0.00
HMR_3869		m2688 + m2717 + m3362  => 2 m2683 + m3356 	(ENSG00000104687)	0	 -0.00	1000.00	  0.00
HMR_3889		m1420 + m1720 + 2 m2722  => m1606 + m2600 + m3631 	(ENSG00000178814)	0	 -0.00	1000.00	  0.00
HMR_4116		2 m2682 + m2730  => m2687 + 2 m2722 	(ENSG00000116157) or (ENSG00000117592) or (ENSG00000126432) or (ENSG00000164294) or (ENSG00000165672) or (ENSG00000167468) or (ENSG00000167815) or (ENSG00000211445)	0	 -0.00	1000.00	  0.00
HMR_4120		2 m2686 + m2736  => m2690 + 2 m2729 	(ENSG00000116157) or (ENSG00000117592) or (ENSG00000126432) or (ENSG00000164294) or (ENSG00000165672) or (ENSG00000167468) or (ENSG00000167815) or (ENSG00000211445)	0	 -0.00	1000.00	  0.00
HMR_4121		2 m2683 + m2732  => m2688 + 2 m2725 	(ENSG00000116157) or (ENSG00000117592) or (ENSG00000126432) or (ENSG00000164294) or (ENSG00000165672) or (ENSG00000167468) or (ENSG00000167815) or (ENSG00000211445)	0	 -0.00	1000.00	  0.00
HMR_4175		m2682 + m2722  => m2134 + m2600 	(ENSG00000099998) or (ENSG00000131067) or (ENSG00000167741)	0	 -0.00	1000.00	  0.00
HMR_4176		m2686 + m2729  => m2135 + m2604 	(ENSG00000099998) or (ENSG00000131067) or (ENSG00000167741)	0	 -0.00	1000.00	  0.00
HMR_4324		m1720 + m2137 + m2600  => m1606 + m2527 + m3631 	(ENSG00000001084) or (ENSG00000023909)	0	 -0.00	1000.00	  0.00
HMR_4326		m1720 + m2527 + m2621  => m1606 + m2682 + m3631 	(ENSG00000100983)	0	 -0.00	1000.00	  0.00
HMR_4328		m2134 + m2722  => m2137 + m2621 	(ENSG00000141279)	0	 -0.00	1000.00	  0.00
HMR_4329		m2135 + m2729  => m2139 + m2625 	(ENSG00000141279)	0	 -0.00	1000.00	  0.00
HMR_4708		m2527  => m1420 + m2137 	(ENSG00000006625) or (ENSG00000134864)	0	 -0.00	1000.00	  0.00
HMR_8769		m1644 + m2682  => m175 + m2135 	(ENSG00000099998) or (ENSG00000131067) or (ENSG00000167741)	0	 -0.00	1000.00	  0.00
HMR_8770		m175  => m1420 + m1644 	(ENSG00000006625) or (ENSG00000134864)	0	 -0.00	1000.00	  0.00
HMR_4079		m998 + m2722 + m3365  => m1739 + m2714 + m3371 	(ENSG00000072210) or (ENSG00000137124) or (ENSG00000143149) or (ENSG00000164904)	0	 -0.00	1000.00	  0.00
HMR_4425		m1720 + m1739 + m2866  => m1672 + m1788 + m3643 	(ENSG00000172508)	0	 -0.00	1000.00	  0.00
HMR_4427		m1788 + m2722  => m1739 + m2866 	(ENSG00000133313) or (ENSG00000150656)	0	 -0.00	1000.00	  0.00
HMR_4689		m1248 + m2722 + m3355  => m1250 + m2714 + m3361 	(ENSG00000143149)	0	 -0.00	1000.00	  0.00
HMR_4735		m1582 + m2725  <=> m1042 	(ENSG00000084754) or (ENSG00000127884)	1	-1000.00	1000.00	  0.00
HMR_7991		m2722 + m3440 + m3819  => m407 + m1248 + m2730 		0	 -0.00	1000.00	  0.00
HMR_7992		m407 + m2722 + m3440  => m998 + m2730 + m3387 	(ENSG00000131480)	0	 -0.00	1000.00	  0.00
HMR_7993		m998 + m2722 + m3355  => m1739 + m2714 + m3361 	(ENSG00000072210) or (ENSG00000137124) or (ENSG00000143149) or (ENSG00000164904)	0	 -0.00	1000.00	  0.00
HMR_7128		m1720 + m3776  => m1605 + m3643 	(ENSG00000138801) or (ENSG00000198682)	0	 -0.00	1000.00	  0.00
HMR_7129		m1605 + m1720  => m1191 + m1606 	(ENSG00000138801) or (ENSG00000198682)	0	 -0.00	1000.00	  0.00
HMR_7130		m1191 + m3371  => m2714 + m3365 + m3543 + m3779 		0	 -0.00	1000.00	  0.00
HMR_7131		5 m2714 + 3 m3371 + m3779  <=> 3 m2722 + 3 m3365 + m3778 	(ENSG00000197763) or (ENSG00000198431)	1	-1000.00	1000.00	  0.00
HMR_7133		m1644 + m3700 + m3778  <=> m3706 + m3781 	(ENSG00000132330)	1	-1000.00	1000.00	  0.00
HMR_7134		m2722 + m3780  <=> m887 + m3387 + m3781 	(ENSG00000116761)	1	-1000.00	1000.00	  0.00
HMR_7135		m2722 + m3780  => m3782 + m3786 	(ENSG00000160200)	0	 -0.00	1000.00	  0.00
HMR_7136		m2722 + m3770  <=> m1599 + m3782 	(ENSG00000101444) or (ENSG00000158467) or (ENSG00000168710)	1	-1000.00	1000.00	  0.00
HMR_7137		m2722 + m3783  <=> m887 + m3279 + m3387 	(ENSG00000116761)	1	-1000.00	1000.00	  0.00
HMR_7138		m2714 + m3371 + m3440 + m3783  => m2722 + m3365 + m3784 	(ENSG00000010932) or (ENSG00000076258) or (ENSG00000094963) or (ENSG00000131781)	0	 -0.00	1000.00	  0.00
HMR_7139		m1720 + m2714 + m2722 + m3783  <=> m3631 + m3643 + m3772 	(ENSG00000038274) or (ENSG00000168906)	1	-1000.00	1000.00	  0.00
HMR_7140		m3755 + m3785  <=> m3761 + m3781 		1	-1000.00	1000.00	  0.00
HMR_7141		m2722 + m3785  => m3279 + m3387 + m3707 	(ENSG00000132330)	0	 -0.00	1000.00	  0.00
HMR_8640		m2276 + m3773  => m2277 + m2718 + m3771 	(ENSG00000088305) or (ENSG00000107614) or (ENSG00000119772)	0	 -0.00	1000.00	  0.00
HMR_3748		m1061 + m2101 + m3356  => m2094 + m2717 + m2926 + m3362 	(ENSG00000083123) or (ENSG00000248098)	0	 -0.00	1000.00	  0.00
HMR_3751		m2926 + m4096  => m3278 + m4095 	(ENSG00000122971) or (ENSG00000196177)	0	 -0.00	1000.00	  0.00
HMR_3753		m2725 + m3278  => m1026 	(ENSG00000084754) or (ENSG00000127884)	0	 -0.00	1000.00	  0.00
HMR_3755		m1026 + m2725  => m1025 + m2101 	(ENSG00000198130)	0	 -0.00	1000.00	  0.00
HMR_3759		m880 + m2725 + m3356  => m2717 + m3292 + m3362 	(ENSG00000072210) or (ENSG00000137124) or (ENSG00000138356) or (ENSG00000143149) or (ENSG00000164904)	0	 -0.00	1000.00	  0.00
HMR_3767		m1294 + m2101 + m3356  => m2094 + m2717 + m2936 + m3362 	(ENSG00000083123) or (ENSG00000248098)	0	 -0.00	1000.00	  0.00
HMR_3773		m1062 + m1722 + m2717 + m2740  => m1063 + m1608 + m3634 	(ENSG00000078070)	0	 -0.00	1000.00	  0.00
HMR_3775		m1063 + m2725  <=> m2873 	(ENSG00000148090)	1	-1000.00	1000.00	  0.00
HMR_3780		m884 + m2101 + m3356  => m882 + m2094 + m2717 + m3362 	(ENSG00000083123) or (ENSG00000248098)	0	 -0.00	1000.00	  0.00
HMR_3783		m882 + m4096  <=> m3965 + m4095 	(ENSG00000122971) or (ENSG00000196177)	1	-1000.00	1000.00	  0.00
HMR_3785		m2725 + m3965  => m330 	(ENSG00000084754) or (ENSG00000127884)	0	 -0.00	1000.00	  0.00
HMR_3790		m879 + m2722 + m3440  => m2730 + m3291 	(ENSG00000138356)	0	 -0.00	1000.00	  0.00
HMR_3792		m880 + m2602  <=> m1641 + m2147 	(ENSG00000113492)	1	-1000.00	1000.00	  0.00
HMR_3796		m1675 + m3668  <=> m2101 + m3671 	(ENSG00000111058) or (ENSG00000131069) or (ENSG00000154930)	1	-1000.00	1000.00	  0.00
HMR_3823		m330 + m3356  <=> m881 + m2717 + m3362 	(ENSG00000072506) or (ENSG00000138796)	1	-1000.00	1000.00	  0.00
HMR_6416		m1061 + m3178  => m2094 + m3741 	(ENSG00000083123) or (ENSG00000248098)	0	 -0.00	1000.00	  0.00
HMR_3986		2 m1817 + m2729  => m1819 		0	 -0.00	1000.00	  0.00
HMR_3988		m1818 + m2724  => 2 m3340 	(ENSG00000169660) or (ENSG00000213614)	0	 -0.00	1000.00	  0.00
HMR_4124		m4111  => m2096 + m4120 	(ENSG00000115652)	0	 -0.00	1000.00	  0.00
HMR_4158		m3341 + m4149  => m3643 + m4115 	(ENSG00000117143) or (ENSG00000197355)	0	 -0.00	1000.00	  0.00
HMR_4159		m4112  <=> m4115 	(ENSG00000117308)	1	-1000.00	1000.00	  0.00
HMR_4299		m2578 + m2722  => m2473 + m3387 	(ENSG00000113552) or (ENSG00000163281)	0	 -0.00	1000.00	  0.00
HMR_4300		m2473 + m2605  => m2578 + m2600 	(ENSG00000131459) or (ENSG00000198380)	0	 -0.00	1000.00	  0.00
HMR_4494		m1720 + m2576  => m1606 + m2578 	(ENSG00000106633) or (ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4524		m1720 + m3339  => m1606 + m3342 	(ENSG00000124357)	0	 -0.00	1000.00	  0.00
HMR_4525		m2728 + m4117  => m3336 + m4102 	(ENSG00000159921)	0	 -0.00	1000.00	  0.00
HMR_4526		m2722 + m4115  => m3335 + m4097 	(ENSG00000159921)	0	 -0.00	1000.00	  0.00
HMR_4528		m1720 + m3335  => m1606 + m3347 	(ENSG00000159921)	0	 -0.00	1000.00	  0.00
HMR_4529		m2722 + m3347 + m3581  => m3351 + m3631 	(ENSG00000095380)	0	 -0.00	1000.00	  0.00
HMR_4530		m2722 + m3351  => m3348 + m3631 	(ENSG00000170191)	0	 -0.00	1000.00	  0.00
HMR_4532		m2090 + m3643  <=> m2130 + m3384 	(ENSG00000111726)	1	-1000.00	1000.00	  0.00
HMR_4536		m2089 + m3645  <=> m2132 + m3350 	(ENSG00000111726)	1	-1000.00	1000.00	  0.00
HMR_4628		m1575 + m2578  => m2098 + m3342 	(ENSG00000100522)	0	 -0.00	1000.00	  0.00
HMR_4629		m2722 + m3342  => m1555 + m2578 	(ENSG00000162066)	0	 -0.00	1000.00	  0.00
HMR_4631		m3342  => m3341 	(ENSG00000013375)	0	 -0.00	1000.00	  0.00
HMR_7696		m2327 + m2587  => m2323 + m3643 		0	 -0.00	1000.00	  0.00
HMR_7697		m2323  => m1223 + m2722 	(ENSG00000088451)	0	 -0.00	1000.00	  0.00
HMR_8371		m2722 + m3260 + m3581  => m1009 + m3631 	(ENSG00000095380)	0	 -0.00	1000.00	  0.00
HMR_8375		m1816 + m2722  => m3339 	(ENSG00000111261) or (ENSG00000133048) or (ENSG00000133063)	0	 -0.00	1000.00	  0.00
HMR_8377		m2130 + m3348  => m2087 + m3643 	(ENSG00000111726)	0	 -0.00	1000.00	  0.00
HMR_8672		m4110  => m2093 + m4119 	(ENSG00000115652)	0	 -0.00	1000.00	  0.00
HMR_5130		m1720 + m4074 + m4091  => m1672 + m3214 + m3643 	(ENSG00000134684) or (ENSG00000139131)	0	 -0.00	1000.00	  0.00
HMR_5131		m1644 + m1720 + m4056  => m1672 + m3088 + m3643 	(ENSG00000090861) or (ENSG00000124608)	0	 -0.00	1000.00	  0.00
HMR_5132		m1706 + m1720 + m4057  => m1672 + m3093 + m3643 	(ENSG00000113643) or (ENSG00000146282)	0	 -0.00	1000.00	  0.00
HMR_5133		m1713 + m1720 + m4058  => m1672 + m3094 + m3643 	(ENSG00000134440) or (ENSG00000137513)	0	 -0.00	1000.00	  0.00
HMR_5134		m1716 + m1720 + m4059  => m1672 + m3095 + m3643 	(ENSG00000117593)	0	 -0.00	1000.00	  0.00
HMR_5135		m1720 + m2137 + m4060  => m1672 + m3117 + m3643 	(ENSG00000134905)	0	 -0.00	1000.00	  0.00
HMR_5136		m1720 + m2605 + m4061  => m1672 + m3149 + m3643 	(ENSG00000172053)	0	 -0.00	1000.00	  0.00
HMR_5137		m1720 + m2600 + m4062  => m1672 + m3150 + m3643 	(ENSG00000103356) or (ENSG00000136628)	0	 -0.00	1000.00	  0.00
HMR_5138		m1720 + m2621 + m4063  => m1672 + m2650 + m3643 	(ENSG00000106105)	0	 -0.00	1000.00	  0.00
HMR_5139		m1720 + m2866 + m4064  => m1672 + m3152 + m3643 	(ENSG00000112855) or (ENSG00000170445)	0	 -0.00	1000.00	  0.00
HMR_5140		m1720 + m2931 + m4065  => m1672 + m3187 + m3643 	(ENSG00000067704) or (ENSG00000196305)	0	 -0.00	1000.00	  0.00
HMR_5141		m1720 + m3123 + m4066  => m1672 + m3192 + m3643 	(ENSG00000011376) or (ENSG00000133706)	0	 -0.00	1000.00	  0.00
HMR_5142		m1720 + m3217 + m4067  => m1672 + m3193 + m3643 	(ENSG00000065427)	0	 -0.00	1000.00	  0.00
HMR_5143		m1720 + m3283 + m4068  => m1672 + m3195 + m3643 	(ENSG00000166986) or (ENSG00000247626)	0	 -0.00	1000.00	  0.00
HMR_5145		m1720 + m3593 + m4069  => m1672 + m3205 + m3643 	(ENSG00000116120) or (ENSG00000145982) or (ENSG00000179115)	0	 -0.00	1000.00	  0.00
HMR_5146		m1720 + m3658 + m4070  => m1672 + m3207 + m3643 	(ENSG00000136628) or (ENSG00000162396)	0	 -0.00	1000.00	  0.00
HMR_5147		m1720 + m3786 + m4071  => m1672 + m3208 + m3643 	(ENSG00000104835)	0	 -0.00	1000.00	  0.00
HMR_5148		m1720 + m3952 + m4072  => m1672 + m3212 + m3643 	(ENSG00000113407) or (ENSG00000143374) or (ENSG00000185418)	0	 -0.00	1000.00	  0.00
HMR_5149		m1720 + m4073 + m4077  => m1672 + m3213 + m3643 	(ENSG00000116874) or (ENSG00000140105)	0	 -0.00	1000.00	  0.00
HMR_5150		m1720 + m4075 + m4156  => m1672 + m3215 + m3643 	(ENSG00000137411) or (ENSG00000204394)	0	 -0.00	1000.00	  0.00
HMR_7171		m2088 + m3893  => m2081 + m3800 	(ENSG00000008513) or (ENSG00000110080) or (ENSG00000157350)	0	 -0.00	1000.00	  0.00
HMR_7174		m3966 + m4116  => m2111 + m4098 	(ENSG00000198488)	0	 -0.00	1000.00	  0.00
HMR_7175		m2111 + m4116  => m2112 + m4098 	(ENSG00000140297)	0	 -0.00	1000.00	  0.00
HMR_7180		m3966 + m4116  => m2488 + m4098 	(ENSG00000140297) or (ENSG00000176928) or (ENSG00000187210)	0	 -0.00	1000.00	  0.00
HMR_7181		m2488 + m4105  => m2489 + m4098 	(ENSG00000158470)	0	 -0.00	1000.00	  0.00
HMR_7436		m369 + m4113  => m3966 + m4098 	(ENSG00000100626) or (ENSG00000109586) or (ENSG00000110328) or (ENSG00000115339) or (ENSG00000119514) or (ENSG00000131386) or (ENSG00000136542) or (ENSG00000141429) or (ENSG00000143641) or (ENSG00000158089) or (ENSG00000164574) or (ENSG00000178234) or (ENSG00000257594)	0	 -0.00	1000.00	  0.00
HMR_7438		m3966 + m4105  => m3893 + m4098 	(ENSG00000106392) or (ENSG00000171155)	0	 -0.00	1000.00	  0.00
HMR_7440		m3893 + m4116  => m2110 + m4098 	(ENSG00000140297) or (ENSG00000176928) or (ENSG00000187210)	0	 -0.00	1000.00	  0.00
HMR_8257		m3966 + m4116  => m2113 + m4098 	(ENSG00000187210)	0	 -0.00	1000.00	  0.00
HMR_1532		m3643 + m4009  <=> m2263 + m2433 	(ENSG00000160752)	1	-1000.00	1000.00	  0.00
HMR_7254		m2935 + 17.6 m4009  => 0.1 m2189 + 17.6 m3643 	(ENSG00000117682)	0	 -0.00	1000.00	  0.00
HMR_7261		m2303 + m2728  => m2299 + m3637 	(ENSG00000139133)	0	 -0.00	1000.00	  0.00
HMR_7263		m2130 + m2298  => m1789 + m2302 	(ENSG00000175283)	0	 -0.00	1000.00	  0.00
HMR_7264		m2302 + m4115  => m3332 + m4121 	(ENSG00000172269)	0	 -0.00	1000.00	  0.00
HMR_7265		m3332 + m4115  => m3311 + m4097 	(ENSG00000101901)	0	 -0.00	1000.00	  0.00
HMR_7266		m2566 + m3311  => m1743 + m2558 	(ENSG00000033011)	0	 -0.00	1000.00	  0.00
HMR_7267		m1743 + m2566  => m1662 + m2558 	(ENSG00000119523)	0	 -0.00	1000.00	  0.00
HMR_7268		m1662 + m2566  => m2481 + m2558 	(ENSG00000119523)	0	 -0.00	1000.00	  0.00
HMR_7269		m2481 + m2566  => m2503 + m2558 	(ENSG00000253710)	0	 -0.00	1000.00	  0.00
HMR_7270		m2503 + m2566  => m2482 + m2558 	(ENSG00000253710)	0	 -0.00	1000.00	  0.00
HMR_7271		m2302 + m2566  => m2304 + m2558 	(ENSG00000000419) or (ENSG00000136908) or (ENSG00000179085)	0	 -0.00	1000.00	  0.00
HMR_7274		m2305 + m2483  => m2303 + m2504 	(ENSG00000214160)	0	 -0.00	1000.00	  0.00
HMR_7275		m2305 + m2504  => m2303 + m2505 	(ENSG00000086848)	0	 -0.00	1000.00	  0.00
HMR_7276		m2305 + m2505  => m2303 + m2506 	(ENSG00000182858)	0	 -0.00	1000.00	  0.00
HMR_7277		m2305 + m2506  => m2303 + m2484 	(ENSG00000086848)	0	 -0.00	1000.00	  0.00
HMR_7278		m2303 + m4108  => m2300 + m4102 	(ENSG00000120697)	0	 -0.00	1000.00	  0.00
HMR_7279		m2300 + m2484  => m2303 + m2507 	(ENSG00000088035)	0	 -0.00	1000.00	  0.00
HMR_7280		m2300 + m2507  => m2303 + m2508 	(ENSG00000159063)	0	 -0.00	1000.00	  0.00
HMR_7281		m2300 + m2508  => m311 + m2303 	(ENSG00000139133) or (ENSG00000175548)	0	 -0.00	1000.00	  0.00
HMR_7285		m311 + m364  => m295 + m2301 	(ENSG00000104723) or (ENSG00000118705) or (ENSG00000129562) or (ENSG00000134910) or (ENSG00000163527) or (ENSG00000163902) or (ENSG00000244038)	0	 -0.00	1000.00	  0.00
HMR_7286		m295 + m2728  => m294 + m2584 	(ENSG00000115275)	0	 -0.00	1000.00	  0.00
HMR_7287		m294 + m2728  => m293 + m2584 	(ENSG00000089597)	0	 -0.00	1000.00	  0.00
HMR_7288		m293 + m2728  => m2592 + m3257 		0	 -0.00	1000.00	  0.00
HMR_7289		m293 + m2728  => m2591 + m3257 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7290		m293 + m2728  => m310 + m2584 		0	 -0.00	1000.00	  0.00
HMR_7291		m2592 + m2728  => m2590 + m3257 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7293		m310 + m2728  => m307 + m3257 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7300		m307  => m306 		0	 -0.00	1000.00	  0.00
HMR_7308		m309 + m2723  => m305 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7309		m309 + m2723  => m308 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7310		m305 + m2723  => m301 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7311		m306 + m2723  => m302 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7312		m306 + m2723  => m303 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7313		m305 + m2723  => m304 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7314		m308 + m2723  => m304 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7315		m301 + m2723  => m300 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7316		m302 + m2723  => m298 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7317		m303 + m2723  => m298 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7318		m303 + m2723  => m299 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7319		m304 + m2723  => m300 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7320		m300 + m2723  => m297 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7321		m298 + m2723  => m297 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7322		m299 + m2723  => m297 + m3255 	(ENSG00000111885) or (ENSG00000177239) or (ENSG00000198162)	0	 -0.00	1000.00	  0.00
HMR_7323		m297 + m4116  => m3411 + m4098 	(ENSG00000131446)	0	 -0.00	1000.00	  0.00
HMR_7324		2 m2723 + m3411  => 2 m3255 + m3410 	(ENSG00000112893) or (ENSG00000196547)	0	 -0.00	1000.00	  0.00
HMR_7325		m3410 + m4116  => m3318 + m4098 	(ENSG00000168282)	0	 -0.00	1000.00	  0.00
HMR_7326		m3318 + m4116  => m3321 + m4098 	(ENSG00000128268)	0	 -0.00	1000.00	  0.00
HMR_7327		m3318 + m4116  => m2485 + m4098 	(ENSG00000071073) or (ENSG00000161013) or (ENSG00000182050)	0	 -0.00	1000.00	  0.00
HMR_7328		m2485 + m4116  => m2486 + m4098 	(ENSG00000152127)	0	 -0.00	1000.00	  0.00
HMR_7329		m2486 + m4116  => m2487 + m4098 	(ENSG00000182050)	0	 -0.00	1000.00	  0.00
HMR_7332		m2565 + m3318  => m2454 + m2559 	(ENSG00000033170)	0	 -0.00	1000.00	  0.00
HMR_7333		m2454 + 2 m4105  => m3073 + 2 m4098 	(ENSG00000117411) or (ENSG00000158470) or (ENSG00000158850)	0	 -0.00	1000.00	  0.00
HMR_7334		2 m2088 + m3073  => 2 m2081 + m3516 	(ENSG00000144057)	0	 -0.00	1000.00	  0.00
HMR_7428		m296 + 2 m2724  => m1738 + 2 m3256 	(ENSG00000013288) or (ENSG00000104774) or (ENSG00000140400)	0	 -0.00	1000.00	  0.00
HMR_7429		m1738 + m2724  => m3256 + m3340 	(ENSG00000109323)	0	 -0.00	1000.00	  0.00
HMR_7574		m2183 + m2724  => m363 + m2182 	(ENSG00000038002)	0	 -0.00	1000.00	  0.00
HMR_7575		m2182 + m2724  => m2185 + m3340 	(ENSG00000167280)	0	 -0.00	1000.00	  0.00
HMR_7576		m2185 + 2 m2724  => m3074 + 2 m3349 	(ENSG00000064601) or (ENSG00000162139) or (ENSG00000170266) or (ENSG00000204386)	0	 -0.00	1000.00	  0.00
HMR_7577		2 m2724 + m3074  => 2 m2516 + m3319 	(ENSG00000064601) or (ENSG00000141012) or (ENSG00000170266) or (ENSG00000204386)	0	 -0.00	1000.00	  0.00
HMR_7578		2 m2724 + m3319  => m296 + 2 m3340 	(ENSG00000169660) or (ENSG00000213614)	0	 -0.00	1000.00	  0.00
HMR_7580		m2729 + m3518  => m1457 + m2184 	(ENSG00000001036)	0	 -0.00	1000.00	  0.00
